"","s","x","y","pi","time","ID","sex","genus","species","treatment"
"9868",1906,893,100,"mothra01",2022-06-27 21:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"9869",1906,461,112,"mothra01",2022-06-27 21:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"9870",1375,118,405,"mothra01",2022-06-27 21:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"9871",3583,1717,597,"mothra01",2022-06-27 21:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"9872",548,47,641,"mothra01",2022-06-27 21:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"9873",1494,1756,997,"mothra01",2022-06-27 21:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"9874",1902,176,1217,"mothra01",2022-06-27 21:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"9875",1026,1590,28,"mothra01",2022-06-27 21:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"9876",3048,1463,136,"mothra01",2022-06-27 21:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"9877",2294,1102,313,"mothra01",2022-06-27 21:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"9878",2273,1496,818,"mothra01",2022-06-27 21:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"9879",1901,444,930,"mothra01",2022-06-27 21:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"9880",144,4,1126,"mothra01",2022-06-27 21:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"9881",2119,354,1304,"mothra01",2022-06-27 21:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"9882",1924,598,20,"mothra01",2022-06-27 21:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"9883",244,972,5,"mothra01",2022-06-27 21:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"9884",1874,394,181,"mothra01",2022-06-27 21:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"9885",1967,1142,314,"mothra01",2022-06-27 21:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"9886",1988,652,799,"mothra01",2022-06-27 21:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"9887",2642,450,1032,"mothra01",2022-06-27 21:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"9888",642,58,1110,"mothra01",2022-06-27 21:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"9889",1560,982,1578,"mothra01",2022-06-27 21:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"9890",1743,656,47,"mothra01",2022-06-27 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"9891",1862,1245,246,"mothra01",2022-06-27 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"9892",2547,425,398,"mothra01",2022-06-27 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"9893",1374,116,406,"mothra01",2022-06-27 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"9894",2070,1190,690,"mothra01",2022-06-27 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"9895",548,44,784,"mothra01",2022-06-27 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"9896",2040,582,57,"mothra01",2022-06-27 21:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"9897",1936,832,618,"mothra01",2022-06-27 21:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"9898",1212,1719,730,"mothra01",2022-06-27 21:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"9899",1370,1633,774,"mothra01",2022-06-27 21:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"9900",2272,274,169,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9901",1889,544,287,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9902",856,106,407,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9903",1964,425,524,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9904",1089,66,790,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9905",2193,626,932,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9906",1977,718,1051,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9907",1934,174,1198,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9908",255,146,1206,"mothra01",2022-06-27 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9909",3647,1521,211,"mothra01",2022-06-27 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"9910",1788,253,425,"mothra01",2022-06-27 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"9911",2054,1283,683,"mothra01",2022-06-27 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"9912",2238,382,1166,"mothra01",2022-06-27 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"9913",409,136,1175,"mothra01",2022-06-27 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"9914",1807,397,67,"mothra01",2022-06-27 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9915",1819,389,140,"mothra01",2022-06-27 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9916",1836,469,333,"mothra01",2022-06-27 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9917",2002,997,447,"mothra01",2022-06-27 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9918",1980,220,1012,"mothra01",2022-06-27 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9919",3050,119,1075,"mothra01",2022-06-27 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9920",609,376,1452,"mothra01",2022-06-27 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9921",531,728,1595,"mothra01",2022-06-27 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9922",1680,1337,118,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9923",2085,1141,123,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9924",1895,737,246,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9925",2028,1221,366,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9926",1335,112,417,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9927",1609,1535,824,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9928",2705,850,1039,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9929",1803,184,1248,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9930",2393,1508,1354,"mothra01",2022-06-27 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9931",280,469,7,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9932",2141,354,479,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9933",2123,832,736,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9934",400,41,750,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9935",2681,1190,902,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9936",1169,159,1208,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9937",1875,381,1313,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9938",362,1545,1331,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9939",1418,275,1442,"mothra01",2022-06-27 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9940",1602,311,396,"mothra01",2022-06-27 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9941",1393,83,417,"mothra01",2022-06-27 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9942",1125,128,418,"mothra01",2022-06-27 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9943",2499,1045,593,"mothra01",2022-06-27 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9944",1584,276,615,"mothra01",2022-06-27 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9945",366,50,900,"mothra01",2022-06-27 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9946",2039,319,1265,"mothra01",2022-06-27 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9947",1856,1601,185,"mothra01",2022-06-27 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9948",1917,1258,290,"mothra01",2022-06-27 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9949",629,1594,316,"mothra01",2022-06-27 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9950",1392,1649,326,"mothra01",2022-06-27 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9951",6092,1310,665,"mothra01",2022-06-27 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9952",2543,108,821,"mothra01",2022-06-27 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9953",1971,1038,997,"mothra01",2022-06-27 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9954",2066,560,1109,"mothra01",2022-06-27 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9955",1957,823,38,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9956",1825,1078,45,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9957",912,338,92,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9958",2035,1001,446,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9959",1808,433,723,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9960",1149,30,737,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9961",916,65,744,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9962",1968,591,931,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9963",2547,777,961,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9964",1928,162,949,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9965",225,1781,1064,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9966",240,1770,1083,"mothra01",2022-06-27 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9967",1042,1244,16,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9968",1179,226,119,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9969",735,110,441,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9970",1074,83,540,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9971",610,38,550,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9972",1764,260,573,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9973",1871,597,775,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9974",1774,1382,876,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9975",302,1774,904,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9976",1214,166,934,"mothra01",2022-06-27 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9977",1577,1661,147,"mothra01",2022-06-27 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9978",2059,614,238,"mothra01",2022-06-27 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9979",225,67,518,"mothra01",2022-06-27 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9980",2167,1069,1354,"mothra01",2022-06-27 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9981",1916,1207,21,"mothra01",2022-06-27 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9982",240,1362,39,"mothra01",2022-06-27 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9983",1623,314,289,"mothra01",2022-06-27 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9984",2104,640,413,"mothra01",2022-06-27 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9985",1685,1603,1014,"mothra01",2022-06-27 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9986",2037,1280,1330,"mothra01",2022-06-27 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9987",1932,465,19,"mothra01",2022-06-27 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9988",2147,276,727,"mothra01",2022-06-27 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9989",1873,681,726,"mothra01",2022-06-27 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9990",1859,140,850,"mothra01",2022-06-27 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9991",1999,915,1232,"mothra01",2022-06-27 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9992",2173,839,1277,"mothra01",2022-06-27 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9993",2025,554,1366,"mothra01",2022-06-27 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9994",398,392,51,"mothra01",2022-06-27 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9995",774,103,422,"mothra01",2022-06-27 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9996",2129,598,795,"mothra01",2022-06-27 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9997",2102,849,910,"mothra01",2022-06-27 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9998",707,172,1236,"mothra01",2022-06-27 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9999",1846,680,118,"mothra01",2022-06-27 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"10000",2490,765,339,"mothra01",2022-06-27 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"10001",1810,795,456,"mothra01",2022-06-27 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"10002",3987,264,712,"mothra01",2022-06-27 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"10003",2182,841,1230,"mothra01",2022-06-27 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"10004",1646,160,1408,"mothra01",2022-06-27 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"10005",1475,199,140,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10006",1306,19,367,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10007",2452,1341,486,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10008",2134,908,515,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10009",1822,1384,547,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10010",2015,1143,653,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10011",639,71,646,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10012",1993,950,1162,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10013",421,140,1367,"mothra01",2022-06-27 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"10014",1710,1340,333,"mothra01",2022-06-27 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"10015",1869,720,420,"mothra01",2022-06-27 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"10016",2268,905,942,"mothra01",2022-06-27 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"10017",2391,1320,995,"mothra01",2022-06-27 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"10018",1933,1150,1259,"mothra01",2022-06-27 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"10019",1355,1551,1299,"mothra01",2022-06-27 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"10020",966,1202,1562,"mothra01",2022-06-27 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"10021",967,1149,1563,"mothra01",2022-06-27 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"10022",1811,1375,100,"mothra01",2022-06-27 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"10023",2013,155,461,"mothra01",2022-06-27 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"10024",2849,547,679,"mothra01",2022-06-27 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"10025",930,1764,744,"mothra01",2022-06-27 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"10026",1551,174,860,"mothra01",2022-06-27 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"10027",4132,297,939,"mothra01",2022-06-27 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"10028",255,1226,1561,"mothra01",2022-06-27 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"10029",225,1178,1567,"mothra01",2022-06-27 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"10030",1926,1192,39,"mothra01",2022-06-27 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"10031",1001,1758,960,"mothra01",2022-06-27 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"10032",1456,1548,1071,"mothra01",2022-06-27 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"10033",2050,1177,1137,"mothra01",2022-06-27 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"10034",1990,260,1226,"mothra01",2022-06-27 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"10035",826,1346,34,"mothra01",2022-06-27 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"10036",2129,94,537,"mothra01",2022-06-27 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"10037",8747,1210,1019,"mothra01",2022-06-27 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"10038",1442,1419,1077,"mothra01",2022-06-27 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"10039",3787,986,1139,"mothra01",2022-06-27 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"10040",1923,328,1311,"mothra01",2022-06-27 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"10041",1641,247,1334,"mothra01",2022-06-27 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"10042",311,781,1597,"mothra01",2022-06-27 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"10043",1921,956,80,"mothra01",2022-06-27 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"10044",1704,1151,199,"mothra01",2022-06-27 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"10045",2512,758,557,"mothra01",2022-06-27 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"10046",747,52,713,"mothra01",2022-06-27 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"10047",1531,28,1050,"mothra01",2022-06-27 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"10048",2132,687,1166,"mothra01",2022-06-27 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"10049",1945,534,1376,"mothra01",2022-06-27 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"10050",2274,1387,1446,"mothra01",2022-06-27 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"10051",423,1643,122,"mothra01",2022-06-27 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"10052",1856,342,233,"mothra01",2022-06-27 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"10053",1788,1159,244,"mothra01",2022-06-27 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"10054",1335,39,393,"mothra01",2022-06-27 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"10055",1317,73,577,"mothra01",2022-06-27 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"10056",1868,428,1436,"mothra01",2022-06-27 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"10057",1221,1329,1479,"mothra01",2022-06-27 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"10058",1712,799,33,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10059",1822,1254,91,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10060",462,1646,102,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10061",603,1655,160,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10062",1102,1742,674,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10063",1868,262,1005,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10064",1923,788,1153,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10065",876,163,1187,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10066",1224,222,1305,"mothra01",2022-06-27 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"10067",1937,1206,213,"mothra01",2022-06-27 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"10068",2434,474,416,"mothra01",2022-06-27 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"10069",1037,22,547,"mothra01",2022-06-27 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"10070",1882,248,889,"mothra01",2022-06-27 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"10071",1997,430,1206,"mothra01",2022-06-27 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"10072",1808,210,1419,"mothra01",2022-06-27 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"10073",1767,1241,1529,"mothra01",2022-06-27 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"10074",1733,762,92,"mothra01",2022-06-27 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"10075",2064,1345,226,"mothra01",2022-06-27 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
