"","s","x","y","pi","time","ID","sex","genus","species","treatment"
"9612",2385,1428,1345,"mothra01",2022-06-27 18:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"9613",2818,1037,886,"mothra01",2022-06-27 18:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"9614",0,NA,NA,"mothra01",2022-06-27 18:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"9615",348,1776,1150,"mothra01",2022-06-27 18:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"9616",225,1729,1110,"mothra01",2022-06-27 18:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"9617",2761,1174,441,"mothra01",2022-06-27 18:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"9618",0,NA,NA,"mothra01",2022-06-27 18:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"9619",0,NA,NA,"mothra01",2022-06-27 18:20:00,"99.9%_s10g15","male","photinus","greeni","L"
"9620",285,40,427,"mothra01",2022-06-27 18:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"9621",2416,730,1549,"mothra01",2022-06-27 18:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"9622",0,NA,NA,"mothra01",2022-06-27 18:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"9623",2785,776,89,"mothra01",2022-06-27 18:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"9624",2735,1545,623,"mothra01",2022-06-27 18:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"9625",2549,1238,1446,"mothra01",2022-06-27 18:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"9626",0,NA,NA,"mothra01",2022-06-27 18:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"9627",346,276,100,"mothra01",2022-06-27 18:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"9628",2605,1415,792,"mothra01",2022-06-27 18:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"9629",2442,1653,1027,"mothra01",2022-06-27 18:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"9630",2633,1022,639,"mothra01",2022-06-27 18:40:00,"99.9%_s10g15","male","photinus","greeni","L"
"9631",2374,324,424,"mothra01",2022-06-27 18:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"9632",0,NA,NA,"mothra01",2022-06-27 18:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"9633",2476,343,1246,"mothra01",2022-06-27 18:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"9634",0,NA,NA,"mothra01",2022-06-27 18:48:00,"99.9%_s10g15","male","photinus","greeni","L"
"9635",594,204,248,"mothra01",2022-06-27 18:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"9636",2589,1177,1274,"mothra01",2022-06-27 18:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"9637",659,214,1301,"mothra01",2022-06-27 18:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"9638",0,NA,NA,"mothra01",2022-06-27 18:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"9639",2425,295,1057,"mothra01",2022-06-27 18:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"9640",577,1714,1117,"mothra01",2022-06-27 19:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"9641",0,NA,NA,"mothra01",2022-06-27 19:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"9642",351,1409,64,"mothra01",2022-06-27 19:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"9643",201,1314,6,"mothra01",2022-06-27 19:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"9644",0,NA,NA,"mothra01",2022-06-27 19:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"9645",0,NA,NA,"mothra01",2022-06-27 19:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"9646",0,NA,NA,"mothra01",2022-06-27 19:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"9647",562,1788,784,"mothra01",2022-06-27 19:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"9648",0,NA,NA,"mothra01",2022-06-27 19:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"9649",2758,1140,435,"mothra01",2022-06-27 19:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"9650",0,NA,NA,"mothra01",2022-06-27 19:20:00,"99.9%_s10g15","male","photinus","greeni","L"
"9651",316,34,797,"mothra01",2022-06-27 19:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"9652",2653,468,1380,"mothra01",2022-06-27 19:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"9653",2482,344,589,"mothra01",2022-06-27 19:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"9654",2571,369,965,"mothra01",2022-06-27 19:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"9655",0,NA,NA,"mothra01",2022-06-27 19:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"9656",0,NA,NA,"mothra01",2022-06-27 19:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"9657",0,NA,NA,"mothra01",2022-06-27 19:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"9658",2482,230,1016,"mothra01",2022-06-27 19:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"9659",2282,138,663,"mothra01",2022-06-27 19:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"9660",3074,614,570,"mothra01",2022-06-27 19:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"9661",2400,687,460,"mothra01",2022-06-27 19:40:00,"99.9%_s10g15","male","photinus","greeni","L"
"9662",168,5,361,"mothra01",2022-06-27 19:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"9663",638,1774,865,"mothra01",2022-06-27 19:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"9664",2539,650,1552,"mothra01",2022-06-27 19:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"9665",0,NA,NA,"mothra01",2022-06-27 19:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"9666",0,NA,NA,"mothra01",2022-06-27 19:48:00,"99.9%_s10g15","male","photinus","greeni","L"
"9667",2523,353,1097,"mothra01",2022-06-27 19:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"9668",451,468,23,"mothra01",2022-06-27 19:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"9669",2636,457,405,"mothra01",2022-06-27 19:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"9670",0,NA,NA,"mothra01",2022-06-27 19:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"9671",2687,455,162,"mothra01",2022-06-27 19:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"9672",2684,1558,1127,"mothra01",2022-06-27 19:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"9673",2579,1452,807,"mothra01",2022-06-27 20:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"9674",1846,683,14,"mothra01",2022-06-27 20:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"9675",270,16,870,"mothra01",2022-06-27 20:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"9676",2286,818,253,"mothra01",2022-06-27 20:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"9677",382,100,427,"mothra01",2022-06-27 20:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"9678",2560,934,183,"mothra01",2022-06-27 20:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"9679",2864,1305,200,"mothra01",2022-06-27 20:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"9680",2658,610,363,"mothra01",2022-06-27 20:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"9681",2872,374,185,"mothra01",2022-06-27 20:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"9682",2744,1080,390,"mothra01",2022-06-27 20:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"9683",733,1739,1038,"mothra01",2022-06-27 20:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"9684",374,49,752,"mothra01",2022-06-27 20:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"9685",2740,1248,1032,"mothra01",2022-06-27 20:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"9686",2363,816,1463,"mothra01",2022-06-27 20:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"9687",2507,1167,978,"mothra01",2022-06-27 20:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"9688",2848,1569,591,"mothra01",2022-06-27 20:20:00,"99.9%_s10g15","male","photinus","greeni","L"
"9689",2478,1353,1419,"mothra01",2022-06-27 20:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"9690",0,NA,NA,"mothra01",2022-06-27 20:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"9691",2530,333,409,"mothra01",2022-06-27 20:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"9692",0,NA,NA,"mothra01",2022-06-27 20:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"9693",0,NA,NA,"mothra01",2022-06-27 20:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"9694",285,1199,6,"mothra01",2022-06-27 20:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"9695",255,78,527,"mothra01",2022-06-27 20:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"9696",478,264,1558,"mothra01",2022-06-27 20:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"9697",120,285,1598,"mothra01",2022-06-27 20:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"9698",0,NA,NA,"mothra01",2022-06-27 20:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"9699",2590,511,1290,"mothra01",2022-06-27 20:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"9700",2846,1102,41,"mothra01",2022-06-27 20:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"9701",2491,1207,29,"mothra01",2022-06-27 20:40:00,"99.9%_s10g15","male","photinus","greeni","L"
"9702",0,NA,NA,"mothra01",2022-06-27 20:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"9703",2484,1202,1329,"mothra01",2022-06-27 20:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"9704",2590,264,190,"mothra01",2022-06-27 20:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"9705",3125,1150,960,"mothra01",2022-06-27 20:48:00,"99.9%_s10g15","male","photinus","greeni","L"
"9706",0,NA,NA,"mothra01",2022-06-27 20:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"9707",350,1787,783,"mothra01",2022-06-27 20:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"9708",0,NA,NA,"mothra01",2022-06-27 20:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"9709",0,NA,NA,"mothra01",2022-06-27 20:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"9710",2643,1343,65,"mothra01",2022-06-27 20:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"9711",0,NA,NA,"mothra01",2022-06-27 21:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"9712",2e+06,0,0,"mothra01",2022-06-27 21:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"9713",798,497,7,"mothra01",2022-06-27 21:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9714",2020,988,399,"mothra01",2022-06-27 21:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9715",686,96,488,"mothra01",2022-06-27 21:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9716",2134,580,835,"mothra01",2022-06-27 21:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9717",1950,1571,1084,"mothra01",2022-06-27 21:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"9718",1974,1288,160,"mothra01",2022-06-27 21:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9719",1860,1405,298,"mothra01",2022-06-27 21:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9720",1941,1555,595,"mothra01",2022-06-27 21:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9721",1978,930,658,"mothra01",2022-06-27 21:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9722",2065,1143,816,"mothra01",2022-06-27 21:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"9723",4045,724,140,"mothra01",2022-06-27 21:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9724",1935,659,493,"mothra01",2022-06-27 21:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9725",3923,1292,702,"mothra01",2022-06-27 21:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9726",2202,479,723,"mothra01",2022-06-27 21:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9727",1947,133,939,"mothra01",2022-06-27 21:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9728",2005,1159,1348,"mothra01",2022-06-27 21:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9729",866,353,1431,"mothra01",2022-06-27 21:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9730",1927,595,1517,"mothra01",2022-06-27 21:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"9731",1911,368,79,"mothra01",2022-06-27 21:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9732",2017,1193,536,"mothra01",2022-06-27 21:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9733",1401,1715,1100,"mothra01",2022-06-27 21:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9734",2097,1073,1300,"mothra01",2022-06-27 21:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"9735",500,961,8,"mothra01",2022-06-27 21:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9736",866,413,40,"mothra01",2022-06-27 21:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9737",1882,1082,59,"mothra01",2022-06-27 21:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9738",1826,1142,67,"mothra01",2022-06-27 21:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9739",2245,1631,999,"mothra01",2022-06-27 21:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9740",2432,372,1223,"mothra01",2022-06-27 21:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"9741",466,439,7,"mothra01",2022-06-27 21:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9742",1919,235,234,"mothra01",2022-06-27 21:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9743",1247,71,713,"mothra01",2022-06-27 21:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9744",1173,214,1293,"mothra01",2022-06-27 21:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9745",1877,1115,1378,"mothra01",2022-06-27 21:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"9746",1723,1206,444,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9747",1869,1332,614,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9748",1829,315,726,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9749",764,66,815,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9750",858,35,816,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9751",3557,1432,871,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9752",2184,653,1231,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9753",2945,211,1272,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9754",2159,744,1276,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9755",2095,811,1337,"mothra01",2022-06-27 21:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"9756",4087,712,740,"mothra01",2022-06-27 21:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9757",998,66,846,"mothra01",2022-06-27 21:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9758",670,26,841,"mothra01",2022-06-27 21:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9759",376,24,868,"mothra01",2022-06-27 21:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9760",1972,1421,1169,"mothra01",2022-06-27 21:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"9761",1094,422,43,"mothra01",2022-06-27 21:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9762",347,1452,129,"mothra01",2022-06-27 21:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9763",871,1485,143,"mothra01",2022-06-27 21:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9764",1187,1523,204,"mothra01",2022-06-27 21:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9765",1773,1181,376,"mothra01",2022-06-27 21:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9766",1485,1625,727,"mothra01",2022-06-27 21:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9767",2215,314,1253,"mothra01",2022-06-27 21:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9768",1061,318,1400,"mothra01",2022-06-27 21:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"9769",1291,413,60,"mothra01",2022-06-27 21:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9770",643,327,108,"mothra01",2022-06-27 21:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9771",2164,973,956,"mothra01",2022-06-27 21:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9772",1248,47,981,"mothra01",2022-06-27 21:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9773",1244,88,987,"mothra01",2022-06-27 21:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9774",2156,456,1019,"mothra01",2022-06-27 21:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9775",1275,1785,1031,"mothra01",2022-06-27 21:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"9776",1663,166,196,"mothra01",2022-06-27 21:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9777",2099,1130,645,"mothra01",2022-06-27 21:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9778",1506,1755,735,"mothra01",2022-06-27 21:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9779",988,80,1114,"mothra01",2022-06-27 21:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"9780",1373,262,124,"mothra01",2022-06-27 21:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"9781",1838,196,260,"mothra01",2022-06-27 21:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"9782",2011,209,369,"mothra01",2022-06-27 21:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"9783",2094,1044,630,"mothra01",2022-06-27 21:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"9784",2062,1088,676,"mothra01",2022-06-27 21:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"9785",1951,882,677,"mothra01",2022-06-27 21:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"9786",2983,545,779,"mothra01",2022-06-27 21:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"9787",569,1707,1130,"mothra01",2022-06-27 21:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"9788",1808,457,23,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9789",1438,604,11,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9790",1132,1524,202,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9791",2585,926,294,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9792",1823,403,504,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9793",1651,63,778,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9794",4361,333,1129,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9795",2039,382,1407,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9796",1564,401,1468,"mothra01",2022-06-27 21:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"9797",2201,1197,79,"mothra01",2022-06-27 21:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"9798",1585,317,263,"mothra01",2022-06-27 21:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"9799",2977,247,417,"mothra01",2022-06-27 21:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"9800",1847,133,856,"mothra01",2022-06-27 21:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"9801",1270,68,937,"mothra01",2022-06-27 21:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"9802",1772,1739,1042,"mothra01",2022-06-27 21:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"9803",1581,204,1273,"mothra01",2022-06-27 21:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"9804",2122,1332,1485,"mothra01",2022-06-27 21:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"9805",1719,814,149,"mothra01",2022-06-27 21:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"9806",296,6,348,"mothra01",2022-06-27 21:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"9807",1955,708,399,"mothra01",2022-06-27 21:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"9808",2100,385,628,"mothra01",2022-06-27 21:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"9809",1918,799,746,"mothra01",2022-06-27 21:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"9810",2051,336,1197,"mothra01",2022-06-27 21:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"9811",2238,629,1200,"mothra01",2022-06-27 21:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"9812",2102,1022,306,"mothra01",2022-06-27 21:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"9813",1600,133,361,"mothra01",2022-06-27 21:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"9814",2328,1454,536,"mothra01",2022-06-27 21:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"9815",2034,521,589,"mothra01",2022-06-27 21:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"9816",1910,234,955,"mothra01",2022-06-27 21:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"9817",1438,1748,1016,"mothra01",2022-06-27 21:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"9818",1748,287,1271,"mothra01",2022-06-27 21:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"9819",2013,227,384,"mothra01",2022-06-27 21:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"9820",506,1764,1020,"mothra01",2022-06-27 21:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"9821",880,107,1049,"mothra01",2022-06-27 21:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"9822",1094,70,1051,"mothra01",2022-06-27 21:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"9823",1988,276,1346,"mothra01",2022-06-27 21:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"9824",1849,400,1373,"mothra01",2022-06-27 21:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"9825",2349,677,1453,"mothra01",2022-06-27 21:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"9826",1598,1573,328,"mothra01",2022-06-27 21:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"9827",2081,982,671,"mothra01",2022-06-27 21:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"9828",1731,98,742,"mothra01",2022-06-27 21:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"9829",1798,270,906,"mothra01",2022-06-27 21:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"9830",960,65,941,"mothra01",2022-06-27 21:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"9831",1154,26,949,"mothra01",2022-06-27 21:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"9832",2732,768,1273,"mothra01",2022-06-27 21:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"9833",1630,362,1437,"mothra01",2022-06-27 21:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"9834",982,1569,10,"mothra01",2022-06-27 21:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"9835",1446,166,703,"mothra01",2022-06-27 21:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"9836",1833,120,798,"mothra01",2022-06-27 21:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"9837",1360,1584,1588,"mothra01",2022-06-27 21:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"9838",1770,1311,23,"mothra01",2022-06-27 21:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"9839",1724,196,163,"mothra01",2022-06-27 21:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"9840",2014,715,278,"mothra01",2022-06-27 21:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"9841",247,6,390,"mothra01",2022-06-27 21:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"9842",1506,216,657,"mothra01",2022-06-27 21:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"9843",2104,1175,1206,"mothra01",2022-06-27 21:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"9844",396,471,13,"mothra01",2022-06-27 21:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"9845",839,440,22,"mothra01",2022-06-27 21:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"9846",1903,1163,45,"mothra01",2022-06-27 21:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"9847",4231,900,585,"mothra01",2022-06-27 21:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"9848",1719,293,1022,"mothra01",2022-06-27 21:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"9849",2598,219,1281,"mothra01",2022-06-27 21:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"9850",1994,360,1293,"mothra01",2022-06-27 21:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"9851",1537,1253,1526,"mothra01",2022-06-27 21:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"9852",2025,665,270,"mothra01",2022-06-27 21:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"9853",2499,1129,477,"mothra01",2022-06-27 21:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"9854",1346,151,698,"mothra01",2022-06-27 21:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"9855",2681,419,990,"mothra01",2022-06-27 21:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"9856",2023,643,1045,"mothra01",2022-06-27 21:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"9857",1231,1585,1281,"mothra01",2022-06-27 21:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"9858",1792,708,1554,"mothra01",2022-06-27 21:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"9859",874,866,15,"mothra01",2022-06-27 21:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"9860",1648,1547,113,"mothra01",2022-06-27 21:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"9861",1956,563,978,"mothra01",2022-06-27 21:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"9862",2127,503,1122,"mothra01",2022-06-27 21:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"9863",2134,371,1286,"mothra01",2022-06-27 21:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"9864",3638,344,1436,"mothra01",2022-06-27 21:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"9865",2090,620,1447,"mothra01",2022-06-27 21:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"9866",1902,832,1450,"mothra01",2022-06-27 21:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"9867",1916,578,85,"mothra01",2022-06-27 21:50:00,"99.9%_s10g15","male","photinus","greeni","D"
