"s","x","y","d","ID","sex","genus","species"
423,1584,336,"mothra03.0624.2256","99.9%_s10g15","male","photinus","greeni"
2264,583,476,"mothra03.0624.2256","99.9%_s10g15","male","photinus","greeni"
2269,815,500,"mothra03.0624.2256","99.9%_s10g15","male","photinus","greeni"
382,192,1203,"mothra03.0624.2256","99.9%_s10g15","male","photinus","greeni"
2263,794,419,"mothra03.0624.2258","99.9%_s10g15","male","photinus","greeni"
1568,247,556,"mothra03.0624.2258","99.9%_s10g15","male","photinus","greeni"
1926,702,893,"mothra03.0624.2258","99.9%_s10g15","male","photinus","greeni"
329,131,428,"mothra03.0624.2300","99.9%_s10g15","male","photinus","greeni"
1861,924,961,"mothra03.0624.2300","99.9%_s10g15","male","photinus","greeni"
1924,1386,1440,"mothra03.0624.2300","99.9%_s10g15","male","photinus","greeni"
1457,234,685,"mothra03.0624.2302","99.9%_s10g15","male","photinus","greeni"
1847,902,920,"mothra03.0624.2302","99.9%_s10g15","male","photinus","greeni"
1857,1263,1014,"mothra03.0624.2302","99.9%_s10g15","male","photinus","greeni"
1453,1502,1054,"mothra03.0624.2302","99.9%_s10g15","male","photinus","greeni"
1984,632,1196,"mothra03.0624.2302","99.9%_s10g15","male","photinus","greeni"
225,1673,1222,"mothra03.0624.2302","99.9%_s10g15","male","photinus","greeni"
800,1690,1258,"mothra03.0624.2302","99.9%_s10g15","male","photinus","greeni"
1800,543,1276,"mothra03.0624.2302","99.9%_s10g15","male","photinus","greeni"
1108,1635,151,"mothra03.0624.2304","99.9%_s10g15","male","photinus","greeni"
1887,501,612,"mothra03.0624.2304","99.9%_s10g15","male","photinus","greeni"
1744,365,762,"mothra03.0624.2304","99.9%_s10g15","male","photinus","greeni"
1711,288,1262,"mothra03.0624.2304","99.9%_s10g15","male","photinus","greeni"
2061,428,1426,"mothra03.0624.2304","99.9%_s10g15","male","photinus","greeni"
285,850,1597,"mothra03.0624.2304","99.9%_s10g15","male","photinus","greeni"
2218,1757,1033,"mothra03.0624.2306","99.9%_s10g15","male","photinus","greeni"
2203,1194,1261,"mothra03.0624.2306","99.9%_s10g15","male","photinus","greeni"
406,430,1411,"mothra03.0624.2306","99.9%_s10g15","male","photinus","greeni"
514,430,1443,"mothra03.0624.2306","99.9%_s10g15","male","photinus","greeni"
965,197,1592,"mothra03.0624.2306","99.9%_s10g15","male","photinus","greeni"
472,824,1591,"mothra03.0624.2306","99.9%_s10g15","male","photinus","greeni"
304,154,1593,"mothra03.0624.2306","99.9%_s10g15","male","photinus","greeni"
1567,140,459,"mothra03.0624.2308","99.9%_s10g15","male","photinus","greeni"
1765,226,863,"mothra03.0624.2308","99.9%_s10g15","male","photinus","greeni"
737,150,1067,"mothra03.0624.2308","99.9%_s10g15","male","photinus","greeni"
660,637,1178,"mothra03.0624.2308","99.9%_s10g15","male","photinus","greeni"
1652,1117,1494,"mothra03.0624.2308","99.9%_s10g15","male","photinus","greeni"
1261,128,649,"mothra03.0624.2310","99.9%_s10g15","male","photinus","greeni"
1719,201,659,"mothra03.0624.2310","99.9%_s10g15","male","photinus","greeni"
668,235,1234,"mothra03.0624.2310","99.9%_s10g15","male","photinus","greeni"
2074,1054,1291,"mothra03.0624.2310","99.9%_s10g15","male","photinus","greeni"
1779,798,1455,"mothra03.0624.2310","99.9%_s10g15","male","photinus","greeni"
1544,192,532,"mothra03.0624.2312","99.9%_s10g15","male","photinus","greeni"
331,101,535,"mothra03.0624.2312","99.9%_s10g15","male","photinus","greeni"
610,1695,1041,"mothra03.0624.2312","99.9%_s10g15","male","photinus","greeni"
1706,477,1229,"mothra03.0624.2312","99.9%_s10g15","male","photinus","greeni"
958,457,1461,"mothra03.0624.2312","99.9%_s10g15","male","photinus","greeni"
1447,513,125,"mothra03.0624.2314","99.9%_s10g15","male","photinus","greeni"
2172,321,769,"mothra03.0624.2314","99.9%_s10g15","male","photinus","greeni"
1735,879,1473,"mothra03.0624.2314","99.9%_s10g15","male","photinus","greeni"
378,1355,52,"mothra03.0624.2316","99.9%_s10g15","male","photinus","greeni"
2155,387,563,"mothra03.0624.2316","99.9%_s10g15","male","photinus","greeni"
1960,937,1464,"mothra03.0624.2316","99.9%_s10g15","male","photinus","greeni"
1628,910,1512,"mothra03.0624.2316","99.9%_s10g15","male","photinus","greeni"
754,1427,1592,"mothra03.0624.2316","99.9%_s10g15","male","photinus","greeni"
1461,1625,740,"mothra03.0624.2318","99.9%_s10g15","male","photinus","greeni"
821,698,1557,"mothra03.0624.2318","99.9%_s10g15","male","photinus","greeni"
761,802,1591,"mothra03.0624.2318","99.9%_s10g15","male","photinus","greeni"
428,844,1592,"mothra03.0624.2318","99.9%_s10g15","male","photinus","greeni"
1440,1576,310,"mothra03.0624.2320","99.9%_s10g15","male","photinus","greeni"
1626,1043,1467,"mothra03.0624.2320","99.9%_s10g15","male","photinus","greeni"
370,1588,289,"mothra03.0624.2322","99.9%_s10g15","male","photinus","greeni"
2000,302,684,"mothra03.0624.2322","99.9%_s10g15","male","photinus","greeni"
2329,729,1116,"mothra03.0624.2322","99.9%_s10g15","male","photinus","greeni"
1117,303,1348,"mothra03.0624.2322","99.9%_s10g15","male","photinus","greeni"
1046,1299,1560,"mothra03.0624.2322","99.9%_s10g15","male","photinus","greeni"
1888,1160,903,"mothra03.0624.2324","99.9%_s10g15","male","photinus","greeni"
1128,1629,1173,"mothra03.0624.2324","99.9%_s10g15","male","photinus","greeni"
2235,1135,1184,"mothra03.0624.2324","99.9%_s10g15","male","photinus","greeni"
269,109,195,"mothra03.0624.2326","99.9%_s10g15","male","photinus","greeni"
2303,1076,1027,"mothra03.0624.2326","99.9%_s10g15","male","photinus","greeni"
1715,428,1367,"mothra03.0624.2326","99.9%_s10g15","male","photinus","greeni"
565,1419,1499,"mothra03.0624.2326","99.9%_s10g15","male","photinus","greeni"
597,158,326,"mothra03.0624.2328","99.9%_s10g15","male","photinus","greeni"
372,1720,573,"mothra03.0624.2328","99.9%_s10g15","male","photinus","greeni"
1103,1733,1039,"mothra03.0624.2328","99.9%_s10g15","male","photinus","greeni"
1807,755,1118,"mothra03.0624.2328","99.9%_s10g15","male","photinus","greeni"
2226,931,1368,"mothra03.0624.2328","99.9%_s10g15","male","photinus","greeni"
2126,468,350,"mothra03.0624.2330","99.9%_s10g15","male","photinus","greeni"
384,157,352,"mothra03.0624.2330","99.9%_s10g15","male","photinus","greeni"
1820,690,1157,"mothra03.0624.2330","99.9%_s10g15","male","photinus","greeni"
937,425,83,"mothra03.0624.2332","99.9%_s10g15","male","photinus","greeni"
1717,1344,831,"mothra03.0624.2332","99.9%_s10g15","male","photinus","greeni"
315,132,1043,"mothra03.0624.2332","99.9%_s10g15","male","photinus","greeni"
2202,1015,1270,"mothra03.0624.2332","99.9%_s10g15","male","photinus","greeni"
1679,654,1117,"mothra03.0624.2334","99.9%_s10g15","male","photinus","greeni"
1373,1368,1515,"mothra03.0624.2334","99.9%_s10g15","male","photinus","greeni"
1204,265,631,"mothra03.0624.2336","99.9%_s10g15","male","photinus","greeni"
1716,547,809,"mothra03.0624.2336","99.9%_s10g15","male","photinus","greeni"
1753,393,1210,"mothra03.0624.2336","99.9%_s10g15","male","photinus","greeni"
817,1414,1545,"mothra03.0624.2336","99.9%_s10g15","male","photinus","greeni"
999,1091,1586,"mothra03.0624.2336","99.9%_s10g15","male","photinus","greeni"
1931,1606,120,"mothra03.0624.2338","99.9%_s10g15","male","photinus","greeni"
2334,1110,551,"mothra03.0624.2338","99.9%_s10g15","male","photinus","greeni"
1898,1499,998,"mothra03.0624.2338","99.9%_s10g15","male","photinus","greeni"
2219,406,1152,"mothra03.0624.2338","99.9%_s10g15","male","photinus","greeni"
2171,1224,896,"mothra03.0624.2340","99.9%_s10g15","male","photinus","greeni"
1065,370,1406,"mothra03.0624.2340","99.9%_s10g15","male","photinus","greeni"
1990,909,1441,"mothra03.0624.2340","99.9%_s10g15","male","photinus","greeni"
1180,411,1433,"mothra03.0624.2340","99.9%_s10g15","male","photinus","greeni"
1359,1592,304,"mothra03.0624.2342","99.9%_s10g15","male","photinus","greeni"
1090,221,639,"mothra03.0624.2342","99.9%_s10g15","male","photinus","greeni"
316,387,1425,"mothra03.0624.2342","99.9%_s10g15","male","photinus","greeni"
1333,1534,1539,"mothra03.0624.2342","99.9%_s10g15","male","photinus","greeni"
899,1308,1551,"mothra03.0624.2342","99.9%_s10g15","male","photinus","greeni"
1578,489,623,"mothra03.0624.2344","99.9%_s10g15","male","photinus","greeni"
2049,1263,1126,"mothra03.0624.2344","99.9%_s10g15","male","photinus","greeni"
1374,433,1443,"mothra03.0624.2344","99.9%_s10g15","male","photinus","greeni"
418,1660,437,"mothra03.0624.2346","99.9%_s10g15","male","photinus","greeni"
1202,1504,1132,"mothra03.0624.2346","99.9%_s10g15","male","photinus","greeni"
1908,1473,1401,"mothra03.0624.2346","99.9%_s10g15","male","photinus","greeni"
888,184,645,"mothra03.0624.2348","99.9%_s10g15","male","photinus","greeni"
1661,365,978,"mothra03.0624.2348","99.9%_s10g15","male","photinus","greeni"
979,1377,1516,"mothra03.0624.2348","99.9%_s10g15","male","photinus","greeni"
1478,215,630,"mothra03.0624.2350","99.9%_s10g15","male","photinus","greeni"
2032,594,747,"mothra03.0624.2352","99.9%_s10g15","male","photinus","greeni"
1099,1484,1184,"mothra03.0624.2352","99.9%_s10g15","male","photinus","greeni"
2576,1281,417,"mothra03.0624.2354","99.9%_s10g15","male","photinus","greeni"
1303,144,980,"mothra03.0624.2354","99.9%_s10g15","male","photinus","greeni"
830,489,45,"mothra03.0624.2356","99.9%_s10g15","male","photinus","greeni"
2282,1183,934,"mothra03.0624.2356","99.9%_s10g15","male","photinus","greeni"
1719,502,1141,"mothra03.0624.2356","99.9%_s10g15","male","photinus","greeni"
2187,1123,1013,"mothra03.0624.2358","99.9%_s10g15","male","photinus","greeni"
1133,1388,1514,"mothra03.0624.2358","99.9%_s10g15","male","photinus","greeni"
1720,191,749,"mothra03.0625.0000","99.9%_s10g15","male","photinus","greeni"
1695,1018,1226,"mothra03.0625.0000","99.9%_s10g15","male","photinus","greeni"
2116,1286,1534,"mothra03.0625.0000","99.9%_s10g15","male","photinus","greeni"
2226,801,375,"mothra03.0625.0002","99.9%_s10g15","male","photinus","greeni"
1795,1054,380,"mothra03.0625.0002","99.9%_s10g15","male","photinus","greeni"
1717,977,101,"mothra03.0625.0004","99.9%_s10g15","male","photinus","greeni"
712,106,865,"mothra03.0625.0004","99.9%_s10g15","male","photinus","greeni"
1911,286,331,"mothra03.0625.0006","99.9%_s10g15","male","photinus","greeni"
2154,1303,844,"mothra03.0625.0006","99.9%_s10g15","male","photinus","greeni"
1554,1466,334,"mothra03.0625.0008","99.9%_s10g15","male","photinus","greeni"
996,159,697,"mothra03.0625.0008","99.9%_s10g15","male","photinus","greeni"
349,629,1165,"mothra03.0625.0008","99.9%_s10g15","male","photinus","greeni"
313,653,1194,"mothra03.0625.0008","99.9%_s10g15","male","photinus","greeni"
1989,1393,405,"mothra03.0625.0010","99.9%_s10g15","male","photinus","greeni"
2033,495,390,"mothra03.0625.0012","99.9%_s10g15","male","photinus","greeni"
382,261,1321,"mothra03.0625.0012","99.9%_s10g15","male","photinus","greeni"
2167,1055,523,"mothra03.0625.0014","99.9%_s10g15","male","photinus","greeni"
1452,1544,1337,"mothra03.0625.0014","99.9%_s10g15","male","photinus","greeni"
1959,249,545,"mothra03.0625.0016","99.9%_s10g15","male","photinus","greeni"
558,99,901,"mothra03.0625.0016","99.9%_s10g15","male","photinus","greeni"
333,134,904,"mothra03.0625.0016","99.9%_s10g15","male","photinus","greeni"
1824,553,731,"mothra03.0625.0018","99.9%_s10g15","male","photinus","greeni"
1021,1526,1169,"mothra03.0625.0018","99.9%_s10g15","male","photinus","greeni"
1984,859,1268,"mothra03.0625.0018","99.9%_s10g15","male","photinus","greeni"
2304,403,1049,"mothra03.0625.0020","99.9%_s10g15","male","photinus","greeni"
370,308,1368,"mothra03.0625.0022","99.9%_s10g15","male","photinus","greeni"
1290,477,155,"mothra03.0625.0024","99.9%_s10g15","male","photinus","greeni"
2064,1170,1589,"mothra03.0625.0024","99.9%_s10g15","male","photinus","greeni"
1767,898,1590,"mothra03.0625.0026","99.9%_s10g15","male","photinus","greeni"
1118,1569,1217,"mothra03.0625.0028","99.9%_s10g15","male","photinus","greeni"
1763,1468,1350,"mothra03.0625.0030","99.9%_s10g15","male","photinus","greeni"
1581,688,1084,"mothra03.0625.0032","99.9%_s10g15","male","photinus","greeni"
2186,234,958,"mothra03.0625.0034","99.9%_s10g15","male","photinus","greeni"
1851,592,524,"mothra03.0625.0036","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0038","99.9%_s10g15","male","photinus","greeni"
1741,1397,567,"mothra03.0625.0040","99.9%_s10g15","male","photinus","greeni"
1558,1158,1525,"mothra03.0625.0042","99.9%_s10g15","male","photinus","greeni"
1541,198,917,"mothra03.0625.0044","99.9%_s10g15","male","photinus","greeni"
1123,1146,1591,"mothra03.0625.0044","99.9%_s10g15","male","photinus","greeni"
285,111,948,"mothra03.0625.0046","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0048","99.9%_s10g15","male","photinus","greeni"
1763,978,1216,"mothra03.0625.0050","99.9%_s10g15","male","photinus","greeni"
894,1705,579,"mothra03.0625.0052","99.9%_s10g15","male","photinus","greeni"
506,108,464,"mothra03.0625.0054","99.9%_s10g15","male","photinus","greeni"
564,150,466,"mothra03.0625.0054","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0056","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0058","99.9%_s10g15","male","photinus","greeni"
2119,1485,814,"mothra03.0625.0100","99.9%_s10g15","male","photinus","greeni"
2587,1056,1002,"mothra03.0625.0102","99.9%_s10g15","male","photinus","greeni"
1818,447,794,"mothra03.0625.0104","99.9%_s10g15","male","photinus","greeni"
1115,1730,540,"mothra03.0625.0106","99.9%_s10g15","male","photinus","greeni"
1976,441,1248,"mothra03.0625.0106","99.9%_s10g15","male","photinus","greeni"
1962,333,965,"mothra03.0625.0108","99.9%_s10g15","male","photinus","greeni"
903,243,1282,"mothra03.0625.0108","99.9%_s10g15","male","photinus","greeni"
802,275,1335,"mothra03.0625.0108","99.9%_s10g15","male","photinus","greeni"
1974,1352,828,"mothra03.0625.0110","99.9%_s10g15","male","photinus","greeni"
375,1595,1286,"mothra03.0625.0110","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0112","99.9%_s10g15","male","photinus","greeni"
1698,400,1281,"mothra03.0625.0114","99.9%_s10g15","male","photinus","greeni"
2020,1126,230,"mothra03.0625.0116","99.9%_s10g15","male","photinus","greeni"
715,1584,1286,"mothra03.0625.0118","99.9%_s10g15","male","photinus","greeni"
2242,586,1377,"mothra03.0625.0120","99.9%_s10g15","male","photinus","greeni"
1188,272,681,"mothra03.0625.0122","99.9%_s10g15","male","photinus","greeni"
497,228,1218,"mothra03.0625.0124","99.9%_s10g15","male","photinus","greeni"
1912,784,756,"mothra03.0625.0126","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0128","99.9%_s10g15","male","photinus","greeni"
1123,159,723,"mothra03.0625.0130","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0132","99.9%_s10g15","male","photinus","greeni"
1840,871,245,"mothra03.0625.0134","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0136","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0138","99.9%_s10g15","male","photinus","greeni"
1901,515,720,"mothra03.0625.0140","99.9%_s10g15","male","photinus","greeni"
1778,1160,1415,"mothra03.0625.0140","99.9%_s10g15","male","photinus","greeni"
1387,488,121,"mothra03.0625.0142","99.9%_s10g15","male","photinus","greeni"
1834,679,1038,"mothra03.0625.0142","99.9%_s10g15","male","photinus","greeni"
2529,689,1556,"mothra03.0625.0144","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0146","99.9%_s10g15","male","photinus","greeni"
1601,748,1232,"mothra03.0625.0148","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0150","99.9%_s10g15","male","photinus","greeni"
1332,1310,1552,"mothra03.0625.0152","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0154","99.9%_s10g15","male","photinus","greeni"
481,801,1589,"mothra03.0625.0156","99.9%_s10g15","male","photinus","greeni"
1640,361,1285,"mothra03.0625.0158","99.9%_s10g15","male","photinus","greeni"
511,164,353,"mothra03.0625.0200","99.9%_s10g15","male","photinus","greeni"
465,661,1184,"mothra03.0625.0202","99.9%_s10g15","male","photinus","greeni"
1690,752,231,"mothra03.0625.0204","99.9%_s10g15","male","photinus","greeni"
1848,676,827,"mothra03.0625.0206","99.9%_s10g15","male","photinus","greeni"
1555,1376,1326,"mothra03.0625.0208","99.9%_s10g15","male","photinus","greeni"
1847,1070,664,"mothra03.0625.0210","99.9%_s10g15","male","photinus","greeni"
1866,608,1160,"mothra03.0625.0210","99.9%_s10g15","male","photinus","greeni"
1973,440,903,"mothra03.0625.0212","99.9%_s10g15","male","photinus","greeni"
476,1535,1368,"mothra03.0625.0212","99.9%_s10g15","male","photinus","greeni"
667,1177,1595,"mothra03.0625.0214","99.9%_s10g15","male","photinus","greeni"
1945,350,578,"mothra03.0625.0216","99.9%_s10g15","male","photinus","greeni"
1598,593,1524,"mothra03.0625.0218","99.9%_s10g15","male","photinus","greeni"
1629,587,1445,"mothra03.0625.0220","99.9%_s10g15","male","photinus","greeni"
250,175,7,"mothra03.0625.0222","99.9%_s10g15","male","photinus","greeni"
1772,1136,229,"mothra03.0625.0222","99.9%_s10g15","male","photinus","greeni"
514,498,1491,"mothra03.0625.0222","99.9%_s10g15","male","photinus","greeni"
1497,1466,255,"mothra03.0625.0224","99.9%_s10g15","male","photinus","greeni"
760,138,511,"mothra03.0625.0224","99.9%_s10g15","male","photinus","greeni"
2120,509,732,"mothra03.0625.0224","99.9%_s10g15","male","photinus","greeni"
1713,539,1304,"mothra03.0625.0226","99.9%_s10g15","male","photinus","greeni"
225,158,8,"mothra03.0625.0228","99.9%_s10g15","male","photinus","greeni"
1309,178,761,"mothra03.0625.0228","99.9%_s10g15","male","photinus","greeni"
2086,489,811,"mothra03.0625.0228","99.9%_s10g15","male","photinus","greeni"
1951,945,110,"mothra03.0625.0230","99.9%_s10g15","male","photinus","greeni"
1702,759,179,"mothra03.0625.0232","99.9%_s10g15","male","photinus","greeni"
1834,750,1336,"mothra03.0625.0234","99.9%_s10g15","male","photinus","greeni"
1469,458,1353,"mothra03.0625.0234","99.9%_s10g15","male","photinus","greeni"
1692,1416,1459,"mothra03.0625.0234","99.9%_s10g15","male","photinus","greeni"
2175,1082,546,"mothra03.0625.0236","99.9%_s10g15","male","photinus","greeni"
1255,1685,660,"mothra03.0625.0236","99.9%_s10g15","male","photinus","greeni"
317,1732,651,"mothra03.0625.0236","99.9%_s10g15","male","photinus","greeni"
1309,1784,1305,"mothra03.0625.0236","99.9%_s10g15","male","photinus","greeni"
270,1729,634,"mothra03.0625.0238","99.9%_s10g15","male","photinus","greeni"
597,1725,685,"mothra03.0625.0238","99.9%_s10g15","male","photinus","greeni"
1455,1403,1424,"mothra03.0625.0238","99.9%_s10g15","male","photinus","greeni"
1781,445,1367,"mothra03.0625.0240","99.9%_s10g15","male","photinus","greeni"
2008,308,179,"mothra03.0625.0242","99.9%_s10g15","male","photinus","greeni"
1255,1711,512,"mothra03.0625.0242","99.9%_s10g15","male","photinus","greeni"
367,1660,514,"mothra03.0625.0242","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0625.0244","99.9%_s10g15","male","photinus","greeni"
691,1716,958,"mothra03.0625.0246","99.9%_s10g15","male","photinus","greeni"
584,1691,963,"mothra03.0625.0246","99.9%_s10g15","male","photinus","greeni"
