"s","x","y","d","ID","sex","genus","species"
1796,532,222,"mothra01.0626.2236","99.9%_s10g15","male","photinus","greeni"
1930,188,472,"mothra01.0626.2236","99.9%_s10g15","male","photinus","greeni"
1693,198,531,"mothra01.0626.2236","99.9%_s10g15","male","photinus","greeni"
1795,134,918,"mothra01.0626.2236","99.9%_s10g15","male","photinus","greeni"
1892,730,283,"mothra01.0626.2238","99.9%_s10g15","male","photinus","greeni"
1925,1271,1511,"mothra01.0626.2238","99.9%_s10g15","male","photinus","greeni"
902,1329,15,"mothra01.0626.2240","99.9%_s10g15","male","photinus","greeni"
703,96,1112,"mothra01.0626.2240","99.9%_s10g15","male","photinus","greeni"
479,129,1111,"mothra01.0626.2240","99.9%_s10g15","male","photinus","greeni"
1839,1776,1575,"mothra01.0626.2240","99.9%_s10g15","male","photinus","greeni"
2095,1717,581,"mothra01.0626.2242","99.9%_s10g15","male","photinus","greeni"
1549,1630,824,"mothra01.0626.2242","99.9%_s10g15","male","photinus","greeni"
2710,885,1098,"mothra01.0626.2242","99.9%_s10g15","male","photinus","greeni"
253,1797,1566,"mothra01.0626.2242","99.9%_s10g15","male","photinus","greeni"
1968,1226,40,"mothra01.0626.2244","99.9%_s10g15","male","photinus","greeni"
2420,1257,77,"mothra01.0626.2244","99.9%_s10g15","male","photinus","greeni"
1903,1476,584,"mothra01.0626.2244","99.9%_s10g15","male","photinus","greeni"
917,12,642,"mothra01.0626.2244","99.9%_s10g15","male","photinus","greeni"
1888,1470,843,"mothra01.0626.2244","99.9%_s10g15","male","photinus","greeni"
1753,1592,986,"mothra01.0626.2244","99.9%_s10g15","male","photinus","greeni"
1819,432,177,"mothra01.0626.2246","99.9%_s10g15","male","photinus","greeni"
2563,1261,271,"mothra01.0626.2246","99.9%_s10g15","male","photinus","greeni"
673,122,402,"mothra01.0626.2246","99.9%_s10g15","male","photinus","greeni"
1328,1777,536,"mothra01.0626.2246","99.9%_s10g15","male","photinus","greeni"
327,1614,310,"mothra01.0626.2248","99.9%_s10g15","male","photinus","greeni"
1643,1615,431,"mothra01.0626.2248","99.9%_s10g15","male","photinus","greeni"
1844,588,676,"mothra01.0626.2248","99.9%_s10g15","male","photinus","greeni"
1787,310,1093,"mothra01.0626.2248","99.9%_s10g15","male","photinus","greeni"
2003,912,1378,"mothra01.0626.2248","99.9%_s10g15","male","photinus","greeni"
1709,733,17,"mothra01.0626.2250","99.9%_s10g15","male","photinus","greeni"
1806,1242,82,"mothra01.0626.2250","99.9%_s10g15","male","photinus","greeni"
1431,1710,415,"mothra01.0626.2250","99.9%_s10g15","male","photinus","greeni"
780,1624,466,"mothra01.0626.2250","99.9%_s10g15","male","photinus","greeni"
2694,949,753,"mothra01.0626.2250","99.9%_s10g15","male","photinus","greeni"
1795,339,777,"mothra01.0626.2250","99.9%_s10g15","male","photinus","greeni"
573,1719,1060,"mothra01.0626.2250","99.9%_s10g15","male","photinus","greeni"
585,1124,8,"mothra01.0626.2252","99.9%_s10g15","male","photinus","greeni"
1993,908,78,"mothra01.0626.2252","99.9%_s10g15","male","photinus","greeni"
1604,398,96,"mothra01.0626.2252","99.9%_s10g15","male","photinus","greeni"
1611,1764,905,"mothra01.0626.2252","99.9%_s10g15","male","photinus","greeni"
1852,1492,992,"mothra01.0626.2252","99.9%_s10g15","male","photinus","greeni"
1385,49,1139,"mothra01.0626.2252","99.9%_s10g15","male","photinus","greeni"
1960,1442,1399,"mothra01.0626.2252","99.9%_s10g15","male","photinus","greeni"
1755,336,1039,"mothra01.0626.2254","99.9%_s10g15","male","photinus","greeni"
1865,489,1048,"mothra01.0626.2254","99.9%_s10g15","male","photinus","greeni"
1978,1590,1163,"mothra01.0626.2254","99.9%_s10g15","male","photinus","greeni"
1370,130,1241,"mothra01.0626.2254","99.9%_s10g15","male","photinus","greeni"
1918,688,1340,"mothra01.0626.2254","99.9%_s10g15","male","photinus","greeni"
1701,1488,1361,"mothra01.0626.2254","99.9%_s10g15","male","photinus","greeni"
1608,670,13,"mothra01.0626.2256","99.9%_s10g15","male","photinus","greeni"
2430,415,46,"mothra01.0626.2256","99.9%_s10g15","male","photinus","greeni"
476,1574,86,"mothra01.0626.2256","99.9%_s10g15","male","photinus","greeni"
1771,305,210,"mothra01.0626.2256","99.9%_s10g15","male","photinus","greeni"
1445,57,766,"mothra01.0626.2256","99.9%_s10g15","male","photinus","greeni"
1840,783,1498,"mothra01.0626.2256","99.9%_s10g15","male","photinus","greeni"
1530,812,13,"mothra01.0626.2258","99.9%_s10g15","male","photinus","greeni"
1912,729,228,"mothra01.0626.2258","99.9%_s10g15","male","photinus","greeni"
1990,1224,466,"mothra01.0626.2258","99.9%_s10g15","male","photinus","greeni"
1838,930,1544,"mothra01.0626.2258","99.9%_s10g15","male","photinus","greeni"
1886,1434,217,"mothra01.0626.2300","99.9%_s10g15","male","photinus","greeni"
1887,1084,283,"mothra01.0626.2300","99.9%_s10g15","male","photinus","greeni"
1427,155,629,"mothra01.0626.2300","99.9%_s10g15","male","photinus","greeni"
1885,308,754,"mothra01.0626.2300","99.9%_s10g15","male","photinus","greeni"
2024,260,788,"mothra01.0626.2300","99.9%_s10g15","male","photinus","greeni"
1726,1195,1439,"mothra01.0626.2300","99.9%_s10g15","male","photinus","greeni"
1900,920,20,"mothra01.0626.2302","99.9%_s10g15","male","photinus","greeni"
1984,690,305,"mothra01.0626.2302","99.9%_s10g15","male","photinus","greeni"
1763,309,490,"mothra01.0626.2302","99.9%_s10g15","male","photinus","greeni"
2014,73,921,"mothra01.0626.2302","99.9%_s10g15","male","photinus","greeni"
1042,1743,1021,"mothra01.0626.2302","99.9%_s10g15","male","photinus","greeni"
1594,1395,1422,"mothra01.0626.2302","99.9%_s10g15","male","photinus","greeni"
1662,816,1575,"mothra01.0626.2302","99.9%_s10g15","male","photinus","greeni"
1751,264,400,"mothra01.0626.2304","99.9%_s10g15","male","photinus","greeni"
921,112,397,"mothra01.0626.2304","99.9%_s10g15","male","photinus","greeni"
2021,1143,864,"mothra01.0626.2304","99.9%_s10g15","male","photinus","greeni"
333,50,898,"mothra01.0626.2304","99.9%_s10g15","male","photinus","greeni"
2245,158,1162,"mothra01.0626.2304","99.9%_s10g15","male","photinus","greeni"
1858,1225,1321,"mothra01.0626.2304","99.9%_s10g15","male","photinus","greeni"
1859,667,98,"mothra01.0626.2306","99.9%_s10g15","male","photinus","greeni"
2281,364,762,"mothra01.0626.2306","99.9%_s10g15","male","photinus","greeni"
1867,1758,932,"mothra01.0626.2306","99.9%_s10g15","male","photinus","greeni"
1020,1608,1407,"mothra01.0626.2306","99.9%_s10g15","male","photinus","greeni"
1699,332,179,"mothra01.0626.2308","99.9%_s10g15","male","photinus","greeni"
1793,332,318,"mothra01.0626.2308","99.9%_s10g15","male","photinus","greeni"
1979,1719,582,"mothra01.0626.2308","99.9%_s10g15","male","photinus","greeni"
1918,842,605,"mothra01.0626.2308","99.9%_s10g15","male","photinus","greeni"
1285,1666,797,"mothra01.0626.2308","99.9%_s10g15","male","photinus","greeni"
2451,363,1374,"mothra01.0626.2308","99.9%_s10g15","male","photinus","greeni"
1842,452,22,"mothra01.0626.2310","99.9%_s10g15","male","photinus","greeni"
1800,134,442,"mothra01.0626.2310","99.9%_s10g15","male","photinus","greeni"
2038,212,1099,"mothra01.0626.2310","99.9%_s10g15","male","photinus","greeni"
2019,607,1217,"mothra01.0626.2310","99.9%_s10g15","male","photinus","greeni"
1107,27,678,"mothra01.0626.2312","99.9%_s10g15","male","photinus","greeni"
737,64,683,"mothra01.0626.2312","99.9%_s10g15","male","photinus","greeni"
1991,1431,783,"mothra01.0626.2312","99.9%_s10g15","male","photinus","greeni"
1937,630,823,"mothra01.0626.2312","99.9%_s10g15","male","photinus","greeni"
1670,82,997,"mothra01.0626.2312","99.9%_s10g15","male","photinus","greeni"
1655,1186,1356,"mothra01.0626.2312","99.9%_s10g15","male","photinus","greeni"
2574,334,91,"mothra01.0626.2314","99.9%_s10g15","male","photinus","greeni"
1815,338,322,"mothra01.0626.2314","99.9%_s10g15","male","photinus","greeni"
2514,401,1073,"mothra01.0626.2314","99.9%_s10g15","male","photinus","greeni"
1903,1483,1143,"mothra01.0626.2314","99.9%_s10g15","male","photinus","greeni"
1827,1125,1397,"mothra01.0626.2314","99.9%_s10g15","male","photinus","greeni"
1673,1589,319,"mothra01.0626.2316","99.9%_s10g15","male","photinus","greeni"
2198,68,839,"mothra01.0626.2316","99.9%_s10g15","male","photinus","greeni"
1852,306,1189,"mothra01.0626.2316","99.9%_s10g15","male","photinus","greeni"
1509,600,1566,"mothra01.0626.2316","99.9%_s10g15","male","photinus","greeni"
1870,785,72,"mothra01.0626.2318","99.9%_s10g15","male","photinus","greeni"
1735,1265,541,"mothra01.0626.2318","99.9%_s10g15","male","photinus","greeni"
1908,404,819,"mothra01.0626.2318","99.9%_s10g15","male","photinus","greeni"
1865,140,888,"mothra01.0626.2318","99.9%_s10g15","male","photinus","greeni"
2542,778,973,"mothra01.0626.2318","99.9%_s10g15","male","photinus","greeni"
919,435,23,"mothra01.0626.2320","99.9%_s10g15","male","photinus","greeni"
1893,487,1142,"mothra01.0626.2320","99.9%_s10g15","male","photinus","greeni"
1958,349,1315,"mothra01.0626.2320","99.9%_s10g15","male","photinus","greeni"
1775,1106,1469,"mothra01.0626.2320","99.9%_s10g15","male","photinus","greeni"
1977,392,210,"mothra01.0626.2322","99.9%_s10g15","male","photinus","greeni"
755,74,502,"mothra01.0626.2322","99.9%_s10g15","male","photinus","greeni"
1549,1517,749,"mothra01.0626.2322","99.9%_s10g15","male","photinus","greeni"
1727,62,833,"mothra01.0626.2322","99.9%_s10g15","male","photinus","greeni"
468,1717,1380,"mothra01.0626.2322","99.9%_s10g15","male","photinus","greeni"
1768,779,1568,"mothra01.0626.2322","99.9%_s10g15","male","photinus","greeni"
2478,1052,90,"mothra01.0626.2324","99.9%_s10g15","male","photinus","greeni"
1914,1353,235,"mothra01.0626.2324","99.9%_s10g15","male","photinus","greeni"
1880,227,400,"mothra01.0626.2324","99.9%_s10g15","male","photinus","greeni"
255,502,1527,"mothra01.0626.2324","99.9%_s10g15","male","photinus","greeni"
1631,540,1538,"mothra01.0626.2324","99.9%_s10g15","male","photinus","greeni"
1407,1195,1550,"mothra01.0626.2324","99.9%_s10g15","male","photinus","greeni"
2392,337,156,"mothra01.0626.2326","99.9%_s10g15","male","photinus","greeni"
1957,1433,421,"mothra01.0626.2326","99.9%_s10g15","male","photinus","greeni"
728,1682,447,"mothra01.0626.2326","99.9%_s10g15","male","photinus","greeni"
2122,915,1348,"mothra01.0626.2326","99.9%_s10g15","male","photinus","greeni"
1682,1172,1510,"mothra01.0626.2326","99.9%_s10g15","male","photinus","greeni"
2035,274,114,"mothra01.0626.2328","99.9%_s10g15","male","photinus","greeni"
1513,325,120,"mothra01.0626.2328","99.9%_s10g15","male","photinus","greeni"
1849,443,972,"mothra01.0626.2328","99.9%_s10g15","male","photinus","greeni"
1919,515,1213,"mothra01.0626.2328","99.9%_s10g15","male","photinus","greeni"
2185,323,1397,"mothra01.0626.2328","99.9%_s10g15","male","photinus","greeni"
2759,943,930,"mothra01.0626.2330","99.9%_s10g15","male","photinus","greeni"
1833,1638,1214,"mothra01.0626.2330","99.9%_s10g15","male","photinus","greeni"
1976,1311,301,"mothra01.0626.2332","99.9%_s10g15","male","photinus","greeni"
461,103,397,"mothra01.0626.2332","99.9%_s10g15","male","photinus","greeni"
2028,1566,703,"mothra01.0626.2332","99.9%_s10g15","male","photinus","greeni"
1660,489,1191,"mothra01.0626.2332","99.9%_s10g15","male","photinus","greeni"
1286,777,1592,"mothra01.0626.2332","99.9%_s10g15","male","photinus","greeni"
1787,529,903,"mothra01.0626.2334","99.9%_s10g15","male","photinus","greeni"
1412,161,1208,"mothra01.0626.2334","99.9%_s10g15","male","photinus","greeni"
1760,241,1502,"mothra01.0626.2334","99.9%_s10g15","male","photinus","greeni"
1886,1079,1533,"mothra01.0626.2334","99.9%_s10g15","male","photinus","greeni"
1374,110,397,"mothra01.0626.2336","99.9%_s10g15","male","photinus","greeni"
1926,107,505,"mothra01.0626.2336","99.9%_s10g15","male","photinus","greeni"
1484,101,724,"mothra01.0626.2336","99.9%_s10g15","male","photinus","greeni"
1808,169,1115,"mothra01.0626.2336","99.9%_s10g15","male","photinus","greeni"
2003,416,1325,"mothra01.0626.2336","99.9%_s10g15","male","photinus","greeni"
1802,605,153,"mothra01.0626.2338","99.9%_s10g15","male","photinus","greeni"
1611,1614,204,"mothra01.0626.2338","99.9%_s10g15","male","photinus","greeni"
1874,553,245,"mothra01.0626.2338","99.9%_s10g15","male","photinus","greeni"
1589,309,296,"mothra01.0626.2338","99.9%_s10g15","male","photinus","greeni"
2614,612,766,"mothra01.0626.2338","99.9%_s10g15","male","photinus","greeni"
2065,558,1363,"mothra01.0626.2338","99.9%_s10g15","male","photinus","greeni"
1874,509,226,"mothra01.0626.2340","99.9%_s10g15","male","photinus","greeni"
2568,1152,522,"mothra01.0626.2340","99.9%_s10g15","male","photinus","greeni"
2272,978,788,"mothra01.0626.2340","99.9%_s10g15","male","photinus","greeni"
2377,1242,1523,"mothra01.0626.2340","99.9%_s10g15","male","photinus","greeni"
1817,1458,806,"mothra01.0626.2342","99.9%_s10g15","male","photinus","greeni"
1995,709,1313,"mothra01.0626.2342","99.9%_s10g15","male","photinus","greeni"
1632,840,1587,"mothra01.0626.2342","99.9%_s10g15","male","photinus","greeni"
1964,591,369,"mothra01.0626.2344","99.9%_s10g15","male","photinus","greeni"
493,986,811,"mothra01.0626.2344","99.9%_s10g15","male","photinus","greeni"
2400,315,934,"mothra01.0626.2344","99.9%_s10g15","male","photinus","greeni"
1965,662,1228,"mothra01.0626.2344","99.9%_s10g15","male","photinus","greeni"
525,981,1594,"mothra01.0626.2344","99.9%_s10g15","male","photinus","greeni"
1735,236,336,"mothra01.0626.2346","99.9%_s10g15","male","photinus","greeni"
1798,152,347,"mothra01.0626.2346","99.9%_s10g15","male","photinus","greeni"
1607,288,277,"mothra01.0626.2348","99.9%_s10g15","male","photinus","greeni"
1922,461,843,"mothra01.0626.2348","99.9%_s10g15","male","photinus","greeni"
1867,1066,87,"mothra01.0626.2350","99.9%_s10g15","male","photinus","greeni"
300,987,818,"mothra01.0626.2350","99.9%_s10g15","male","photinus","greeni"
1725,1104,1483,"mothra01.0626.2352","99.9%_s10g15","male","photinus","greeni"
1969,549,438,"mothra01.0626.2354","99.9%_s10g15","male","photinus","greeni"
1874,1121,292,"mothra01.0626.2356","99.9%_s10g15","male","photinus","greeni"
1865,651,608,"mothra01.0626.2358","99.9%_s10g15","male","photinus","greeni"
1777,217,1057,"mothra01.0626.2358","99.9%_s10g15","male","photinus","greeni"
1994,589,1180,"mothra01.0627.0000","99.9%_s10g15","male","photinus","greeni"
2011,693,1441,"mothra01.0627.0000","99.9%_s10g15","male","photinus","greeni"
1746,479,151,"mothra01.0627.0002","99.9%_s10g15","male","photinus","greeni"
1060,1093,1583,"mothra01.0627.0002","99.9%_s10g15","male","photinus","greeni"
1858,589,365,"mothra01.0627.0004","99.9%_s10g15","male","photinus","greeni"
340,642,586,"mothra01.0627.0004","99.9%_s10g15","male","photinus","greeni"
1989,569,1217,"mothra01.0627.0004","99.9%_s10g15","male","photinus","greeni"
1906,674,852,"mothra01.0627.0006","99.9%_s10g15","male","photinus","greeni"
2063,1273,870,"mothra01.0627.0006","99.9%_s10g15","male","photinus","greeni"
1681,624,1570,"mothra01.0627.0006","99.9%_s10g15","male","photinus","greeni"
1326,1694,815,"mothra01.0627.0008","99.9%_s10g15","male","photinus","greeni"
1720,1420,1341,"mothra01.0627.0008","99.9%_s10g15","male","photinus","greeni"
1753,813,57,"mothra01.0627.0010","99.9%_s10g15","male","photinus","greeni"
2007,702,208,"mothra01.0627.0010","99.9%_s10g15","male","photinus","greeni"
1902,590,450,"mothra01.0627.0012","99.9%_s10g15","male","photinus","greeni"
1938,1044,524,"mothra01.0627.0014","99.9%_s10g15","male","photinus","greeni"
2146,659,961,"mothra01.0627.0014","99.9%_s10g15","male","photinus","greeni"
909,1353,31,"mothra01.0627.0016","99.9%_s10g15","male","photinus","greeni"
1811,165,995,"mothra01.0627.0018","99.9%_s10g15","male","photinus","greeni"
2116,701,1188,"mothra01.0627.0018","99.9%_s10g15","male","photinus","greeni"
2054,1343,802,"mothra01.0627.0020","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0022","99.9%_s10g15","male","photinus","greeni"
1592,588,1559,"mothra01.0627.0024","99.9%_s10g15","male","photinus","greeni"
1808,482,192,"mothra01.0627.0026","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0028","99.9%_s10g15","male","photinus","greeni"
1839,615,226,"mothra01.0627.0030","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0032","99.9%_s10g15","male","photinus","greeni"
918,73,384,"mothra01.0627.0034","99.9%_s10g15","male","photinus","greeni"
1859,1187,1442,"mothra01.0627.0034","99.9%_s10g15","male","photinus","greeni"
1789,1451,550,"mothra01.0627.0036","99.9%_s10g15","male","photinus","greeni"
1922,1053,1524,"mothra01.0627.0036","99.9%_s10g15","male","photinus","greeni"
1611,1047,1568,"mothra01.0627.0038","99.9%_s10g15","male","photinus","greeni"
1838,709,476,"mothra01.0627.0040","99.9%_s10g15","male","photinus","greeni"
2110,127,1354,"mothra01.0627.0040","99.9%_s10g15","male","photinus","greeni"
1630,265,325,"mothra01.0627.0042","99.9%_s10g15","male","photinus","greeni"
2052,1450,624,"mothra01.0627.0042","99.9%_s10g15","male","photinus","greeni"
2064,1388,171,"mothra01.0627.0044","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0046","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0048","99.9%_s10g15","male","photinus","greeni"
588,253,62,"mothra01.0627.0050","99.9%_s10g15","male","photinus","greeni"
979,1751,1003,"mothra01.0627.0050","99.9%_s10g15","male","photinus","greeni"
2141,499,690,"mothra01.0627.0052","99.9%_s10g15","male","photinus","greeni"
1832,362,423,"mothra01.0627.0054","99.9%_s10g15","male","photinus","greeni"
1906,434,709,"mothra01.0627.0056","99.9%_s10g15","male","photinus","greeni"
2283,636,1576,"mothra01.0627.0056","99.9%_s10g15","male","photinus","greeni"
2055,740,1297,"mothra01.0627.0058","99.9%_s10g15","male","photinus","greeni"
1765,809,79,"mothra01.0627.0100","99.9%_s10g15","male","photinus","greeni"
2017,602,753,"mothra01.0627.0102","99.9%_s10g15","male","photinus","greeni"
1862,62,1262,"mothra01.0627.0104","99.9%_s10g15","male","photinus","greeni"
876,1147,1570,"mothra01.0627.0104","99.9%_s10g15","male","photinus","greeni"
1861,264,417,"mothra01.0627.0106","99.9%_s10g15","male","photinus","greeni"
2058,643,1031,"mothra01.0627.0106","99.9%_s10g15","male","photinus","greeni"
2024,1300,1120,"mothra01.0627.0106","99.9%_s10g15","male","photinus","greeni"
1123,1050,1541,"mothra01.0627.0106","99.9%_s10g15","male","photinus","greeni"
1314,1579,652,"mothra01.0627.0108","99.9%_s10g15","male","photinus","greeni"
1975,1349,1442,"mothra01.0627.0108","99.9%_s10g15","male","photinus","greeni"
1854,954,100,"mothra01.0627.0110","99.9%_s10g15","male","photinus","greeni"
2025,1424,584,"mothra01.0627.0110","99.9%_s10g15","male","photinus","greeni"
1456,131,680,"mothra01.0627.0112","99.9%_s10g15","male","photinus","greeni"
1700,996,1561,"mothra01.0627.0112","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0114","99.9%_s10g15","male","photinus","greeni"
2349,651,887,"mothra01.0627.0116","99.9%_s10g15","male","photinus","greeni"
1528,1473,1347,"mothra01.0627.0118","99.9%_s10g15","male","photinus","greeni"
1804,131,973,"mothra01.0627.0120","99.9%_s10g15","male","photinus","greeni"
1438,1764,1135,"mothra01.0627.0120","99.9%_s10g15","male","photinus","greeni"
1304,103,467,"mothra01.0627.0122","99.9%_s10g15","male","photinus","greeni"
974,59,474,"mothra01.0627.0122","99.9%_s10g15","male","photinus","greeni"
897,1679,1172,"mothra01.0627.0122","99.9%_s10g15","male","photinus","greeni"
927,1036,1587,"mothra01.0627.0122","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0124","99.9%_s10g15","male","photinus","greeni"
1821,276,183,"mothra01.0627.0126","99.9%_s10g15","male","photinus","greeni"
1784,984,1517,"mothra01.0627.0126","99.9%_s10g15","male","photinus","greeni"
1836,1268,1529,"mothra01.0627.0126","99.9%_s10g15","male","photinus","greeni"
1802,487,1481,"mothra01.0627.0128","99.9%_s10g15","male","photinus","greeni"
1583,945,1547,"mothra01.0627.0128","99.9%_s10g15","male","photinus","greeni"
1812,478,1168,"mothra01.0627.0130","99.9%_s10g15","male","photinus","greeni"
1734,222,1118,"mothra01.0627.0132","99.9%_s10g15","male","photinus","greeni"
1670,890,1536,"mothra01.0627.0132","99.9%_s10g15","male","photinus","greeni"
1648,1434,1391,"mothra01.0627.0134","99.9%_s10g15","male","photinus","greeni"
1741,932,1494,"mothra01.0627.0134","99.9%_s10g15","male","photinus","greeni"
1841,155,556,"mothra01.0627.0136","99.9%_s10g15","male","photinus","greeni"
669,651,1045,"mothra01.0627.0136","99.9%_s10g15","male","photinus","greeni"
1704,1574,423,"mothra01.0627.0138","99.9%_s10g15","male","photinus","greeni"
1060,1168,1551,"mothra01.0627.0138","99.9%_s10g15","male","photinus","greeni"
1800,361,354,"mothra01.0627.0140","99.9%_s10g15","male","photinus","greeni"
1961,557,1548,"mothra01.0627.0142","99.9%_s10g15","male","photinus","greeni"
1492,1013,1584,"mothra01.0627.0144","99.9%_s10g15","male","photinus","greeni"
804,1328,1482,"mothra01.0627.0146","99.9%_s10g15","male","photinus","greeni"
1776,170,1127,"mothra01.0627.0148","99.9%_s10g15","male","photinus","greeni"
1782,319,722,"mothra01.0627.0150","99.9%_s10g15","male","photinus","greeni"
1369,463,15,"mothra01.0627.0152","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0154","99.9%_s10g15","male","photinus","greeni"
1291,110,410,"mothra01.0627.0156","99.9%_s10g15","male","photinus","greeni"
1768,379,240,"mothra01.0627.0158","99.9%_s10g15","male","photinus","greeni"
1734,1484,185,"mothra01.0627.0200","99.9%_s10g15","male","photinus","greeni"
1067,134,351,"mothra01.0627.0202","99.9%_s10g15","male","photinus","greeni"
1515,544,1542,"mothra01.0627.0204","99.9%_s10g15","male","photinus","greeni"
1503,1543,1138,"mothra01.0627.0206","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0208","99.9%_s10g15","male","photinus","greeni"
1737,331,136,"mothra01.0627.0210","99.9%_s10g15","male","photinus","greeni"
2030,813,826,"mothra01.0627.0212","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0214","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0216","99.9%_s10g15","male","photinus","greeni"
982,383,1452,"mothra01.0627.0218","99.9%_s10g15","male","photinus","greeni"
1378,144,764,"mothra01.0627.0220","99.9%_s10g15","male","photinus","greeni"
1205,1671,800,"mothra01.0627.0222","99.9%_s10g15","male","photinus","greeni"
1711,266,1204,"mothra01.0627.0224","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0226","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0228","99.9%_s10g15","male","photinus","greeni"
1806,166,1140,"mothra01.0627.0230","99.9%_s10g15","male","photinus","greeni"
1510,108,494,"mothra01.0627.0232","99.9%_s10g15","male","photinus","greeni"
1680,213,510,"mothra01.0627.0234","99.9%_s10g15","male","photinus","greeni"
1180,189,1261,"mothra01.0627.0236","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0238","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0240","99.9%_s10g15","male","photinus","greeni"
1858,521,1176,"mothra01.0627.0242","99.9%_s10g15","male","photinus","greeni"
2089,590,1010,"mothra01.0627.0244","99.9%_s10g15","male","photinus","greeni"
1241,103,649,"mothra01.0627.0246","99.9%_s10g15","male","photinus","greeni"
960,661,1040,"mothra01.0627.0246","99.9%_s10g15","male","photinus","greeni"
1869,661,1148,"mothra01.0627.0248","99.9%_s10g15","male","photinus","greeni"
1860,404,252,"mothra01.0627.0250","99.9%_s10g15","male","photinus","greeni"
1917,1351,383,"mothra01.0627.0252","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0254","99.9%_s10g15","male","photinus","greeni"
1842,123,965,"mothra01.0627.0256","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0258","99.9%_s10g15","male","photinus","greeni"
1872,558,1104,"mothra01.0627.0300","99.9%_s10g15","male","photinus","greeni"
1109,1462,1390,"mothra01.0627.0302","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0304","99.9%_s10g15","male","photinus","greeni"
1281,238,1399,"mothra01.0627.0306","99.9%_s10g15","male","photinus","greeni"
1621,1535,588,"mothra01.0627.0308","99.9%_s10g15","male","photinus","greeni"
1572,1531,313,"mothra01.0627.0310","99.9%_s10g15","male","photinus","greeni"
1875,1116,466,"mothra01.0627.0312","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0314","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0316","99.9%_s10g15","male","photinus","greeni"
1893,412,1311,"mothra01.0627.0318","99.9%_s10g15","male","photinus","greeni"
1783,157,868,"mothra01.0627.0320","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0322","99.9%_s10g15","male","photinus","greeni"
1846,1277,190,"mothra01.0627.0324","99.9%_s10g15","male","photinus","greeni"
1845,434,786,"mothra01.0627.0326","99.9%_s10g15","male","photinus","greeni"
1858,574,640,"mothra01.0627.0328","99.9%_s10g15","male","photinus","greeni"
1837,265,1018,"mothra01.0627.0330","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0332","99.9%_s10g15","male","photinus","greeni"
1930,1047,358,"mothra01.0627.0334","99.9%_s10g15","male","photinus","greeni"
4284,385,1399,"mothra01.0627.0336","99.9%_s10g15","male","photinus","greeni"
1791,1448,911,"mothra01.0627.0338","99.9%_s10g15","male","photinus","greeni"
1333,115,393,"mothra01.0627.0340","99.9%_s10g15","male","photinus","greeni"
1863,389,1019,"mothra01.0627.0342","99.9%_s10g15","male","photinus","greeni"
1439,631,1569,"mothra01.0627.0344","99.9%_s10g15","male","photinus","greeni"
1719,1518,1166,"mothra01.0627.0346","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0348","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0350","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0352","99.9%_s10g15","male","photinus","greeni"
1042,55,347,"mothra01.0627.0354","99.9%_s10g15","male","photinus","greeni"
1960,1258,501,"mothra01.0627.0356","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0358","99.9%_s10g15","male","photinus","greeni"
1206,1659,681,"mothra01.0627.0400","99.9%_s10g15","male","photinus","greeni"
1592,1508,658,"mothra01.0627.0402","99.9%_s10g15","male","photinus","greeni"
5090,817,1172,"mothra01.0627.0404","99.9%_s10g15","male","photinus","greeni"
1756,1456,301,"mothra01.0627.0406","99.9%_s10g15","male","photinus","greeni"
1921,1279,316,"mothra01.0627.0408","99.9%_s10g15","male","photinus","greeni"
